year,state_name,district_name,district_code,block_name,block_code,village_name,village_code,N,N_low_pct,N_medium_pct,N_high_pct,N_samples,P,P_low_pct,P_medium_pct,P_high_pct,P_samples,K,K_low_pct,K_medium_pct,K_high_pct,K_samples,ph,ph_acidic_pct,ph_neutral_pct,ph_alkaline_pct,ph_samples,organic_carbon_pct,zinc_deficient_pct,iron_deficient_pct,boron_deficient_pct,copper_deficient_pct,manganese_deficient_pct,sulphur_deficient_pct,deficient_micronutrients,saline_pct,total_samples
2023-24,Jharkhand,Deoghar,324,Sarath,3088,Baramasia,355085,99.0,0.0,0.0,100.0,1,20.0,100.0,0.0,0.0,1,32.0,0.0,100.0,0.0,1,6.8,0.0,100.0,0.0,1,0.6,100.0,0.0,0.0,0.0,0.0,100.0,"Zinc,Sulphur",0.0,12
2023-24,Jharkhand,Deoghar,324,Sarath,3088,Nawadih Chak Domahani,355115,18.25,75.0,25.0,0.0,4,51.0,0.0,100.0,0.0,4,32.0,0.0,100.0,0.0,4,6.8,0.0,100.0,0.0,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,48
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Harladangal,355120,34.82608695652174,8.7,91.3,0.0,23,52.82608695652174,8.7,73.9,17.4,23,38.0,0.0,73.9,26.1,23,6.669565217391304,8.7,91.3,0.0,23,0.6782608695652174,4.3,0.0,39.1,0.0,0.0,30.4,,0.0,276
2023-24,Jharkhand,Deoghar,324,Sarath,3088,Gairbad Gangapur,355122,28.666666666666668,33.3,66.7,0.0,3,51.0,0.0,100.0,0.0,3,32.0,0.0,100.0,0.0,3,6.8,0.0,100.0,0.0,3,0.5166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,36
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Sirsia,355128,34.05882352941177,11.8,88.2,0.0,17,54.05882352941177,0.0,88.2,11.8,17,34.705882352941174,0.0,88.2,11.8,17,6.8,0.0,100.0,0.0,17,0.6705882352941177,0.0,0.0,58.8,0.0,0.0,23.5,Boron,0.0,204
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Ratna,355133,33.73913043478261,13.0,87.0,0.0,23,56.43478260869565,4.3,69.6,26.1,23,36.0,0.0,82.6,17.4,23,6.278260869565218,34.8,65.2,0.0,23,0.6565217391304348,4.3,0.0,17.4,0.0,0.0,30.4,,0.0,275
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Sapha,355134,37.0,0.0,100.0,0.0,1,51.0,0.0,100.0,0.0,1,32.0,0.0,100.0,0.0,1,6.8,0.0,100.0,0.0,1,0.6,0.0,0.0,0.0,0.0,0.0,100.0,Sulphur,0.0,12
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Bankanali,355135,32.0,20.0,80.0,0.0,5,51.0,0.0,100.0,0.0,5,36.6,0.0,80.0,20.0,5,6.5,20.0,80.0,0.0,5,0.6599999999999999,0.0,0.0,20.0,0.0,0.0,40.0,,0.0,59
2023-24,Jharkhand,Deoghar,324,Sarath,3088,Bandabra,355138,19.352941176470587,70.6,29.4,0.0,17,51.0,0.0,100.0,0.0,17,29.529411764705884,17.6,82.4,0.0,17,6.18235294117647,41.2,58.8,0.0,17,0.5852941176470587,0.0,0.0,17.6,0.0,0.0,0.0,,0.0,204
2023-24,Jharkhand,Deoghar,324,Sarath,3088,Kusmaha,355147,17.0,80.0,20.0,0.0,5,51.0,0.0,100.0,0.0,5,29.2,20.0,80.0,0.0,5,6.5,20.0,80.0,0.0,5,0.55,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,60
2023-24,Jharkhand,Deoghar,324,Sarath,3088,Sabaijor,355169,12.0,100.0,0.0,0.0,7,51.0,0.0,100.0,0.0,7,32.0,0.0,100.0,0.0,7,6.371428571428572,28.6,71.4,0.0,7,0.5285714285714286,57.1,0.0,0.0,0.0,0.0,0.0,Zinc,0.0,84
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Koradih,355172,24.5,50.0,50.0,0.0,4,57.5,0.0,75.0,25.0,4,28.5,25.0,75.0,0.0,4,6.425,25.0,75.0,0.0,4,0.55,0.0,0.0,25.0,0.0,0.0,50.0,Sulphur,0.0,48
2023-24,Jharkhand,Deoghar,324,Sarath,3088,Haripur,355189,23.363636363636363,54.5,45.5,0.0,11,58.09090909090909,0.0,72.7,27.3,11,32.81818181818182,9.1,81.8,9.1,11,6.663636363636363,9.1,90.9,0.0,11,0.5772727272727273,9.1,0.0,0.0,0.0,0.0,0.0,,0.0,132
2023-24,Jharkhand,Deoghar,324,Sarath,3088,Sukhjora,355197,12.0,100.0,0.0,0.0,11,69.9090909090909,0.0,27.3,72.7,11,30.727272727272727,9.1,90.9,0.0,11,6.254545454545454,36.4,63.6,0.0,11,0.5772727272727273,9.1,0.0,27.3,0.0,0.0,0.0,,0.0,132
2023-24,Jharkhand,Deoghar,324,Sarath,3088,Bhathariya,355198,34.22222222222222,11.1,88.9,0.0,9,51.0,0.0,100.0,0.0,9,34.55555555555556,0.0,88.9,11.1,9,5.966666666666667,55.6,44.4,0.0,9,0.5444444444444445,33.3,0.0,0.0,0.0,0.0,11.1,,0.0,108
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Khaira,355199,34.36842105263158,10.5,89.5,0.0,19,51.0,0.0,100.0,0.0,19,39.26315789473684,0.0,68.4,31.6,19,6.326315789473684,31.6,68.4,0.0,19,0.7289473684210526,15.8,0.0,15.8,0.0,0.0,36.8,,0.0,227
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Gandajori,355200,37.0,0.0,100.0,0.0,1,51.0,0.0,100.0,0.0,1,32.0,0.0,100.0,0.0,1,6.8,0.0,100.0,0.0,1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Baratanr,355206,37.0,0.0,100.0,0.0,13,46.23076923076923,15.4,84.6,0.0,13,33.76923076923077,0.0,92.3,7.7,13,6.53076923076923,23.1,69.2,7.7,13,0.6923076923076923,0.0,0.0,15.4,0.0,0.0,53.8,Sulphur,0.0,156
2023-24,Jharkhand,Deoghar,324,Sarath,3088,Lodhra,355208,28.666666666666668,33.3,66.7,0.0,6,51.0,0.0,100.0,0.0,6,27.333333333333332,33.3,66.7,0.0,6,6.8,0.0,100.0,0.0,6,0.4749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,,16.7,72
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Kurumtanr,355215,33.42857142857143,14.3,85.7,0.0,7,54.714285714285715,0.0,85.7,14.3,7,38.57142857142857,0.0,71.4,28.6,7,6.8,0.0,100.0,0.0,7,0.7285714285714285,14.3,0.0,0.0,0.0,0.0,14.3,,0.0,84
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Pahridih,355217,37.0,0.0,100.0,0.0,1,51.0,0.0,100.0,0.0,1,32.0,0.0,100.0,0.0,1,6.8,0.0,100.0,0.0,1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Kapsiyo,355218,35.75,5.0,95.0,0.0,20,51.0,0.0,100.0,0.0,20,35.45,0.0,85.0,15.0,20,6.55,20.0,75.0,5.0,20,0.705,0.0,0.0,10.0,0.0,0.0,45.0,,0.0,240
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Behra,355226,37.0,0.0,100.0,0.0,1,51.0,0.0,100.0,0.0,1,32.0,0.0,100.0,0.0,1,6.8,0.0,100.0,0.0,1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Gobindpur,355227,37.0,0.0,100.0,0.0,2,51.0,0.0,100.0,0.0,2,32.0,0.0,100.0,0.0,2,5.3,100.0,0.0,0.0,2,0.6,0.0,0.0,50.0,0.0,0.0,50.0,"Boron,Sulphur",0.0,24
2023-24,Jharkhand,Deoghar,324,Sarath,3088,Piprasol,355228,27.0,40.0,60.0,0.0,15,51.0,0.0,100.0,0.0,15,32.0,0.0,100.0,0.0,15,6.466666666666667,26.7,66.7,6.7,15,0.5166666666666667,0.0,0.0,6.7,0.0,0.0,0.0,,0.0,180
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Behinga,355235,32.833333333333336,16.7,83.3,0.0,6,55.333333333333336,0.0,83.3,16.7,6,32.0,0.0,100.0,0.0,6,6.8,0.0,100.0,0.0,6,0.6083333333333333,0.0,0.0,16.7,0.0,0.0,50.0,Sulphur,0.0,72
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Lokpur,355239,34.22222222222222,11.1,88.9,0.0,27,56.77777777777778,0.0,77.8,22.2,27,38.81481481481482,0.0,70.4,29.6,27,6.4111111111111105,25.9,74.1,0.0,27,0.7018518518518518,3.7,0.0,3.7,0.0,0.0,11.1,,0.0,324
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Simla,355240,34.86821705426357,8.5,91.5,0.0,129,52.62015503875969,3.9,85.3,10.9,129,35.10077519379845,0.8,85.3,14.0,129,6.52093023255814,18.6,81.4,0.0,129,0.6426356589147286,9.3,0.0,25.6,0.0,0.0,38.8,,0.0,1544
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Dhawabad,355242,37.0,0.0,100.0,0.0,3,51.0,0.0,100.0,0.0,3,32.0,0.0,100.0,0.0,3,6.8,0.0,100.0,0.0,3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,35
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Barbad,355243,37.0,0.0,100.0,0.0,5,51.0,0.0,100.0,0.0,5,36.6,0.0,80.0,20.0,5,6.2,40.0,60.0,0.0,5,0.72,0.0,0.0,0.0,0.0,0.0,60.0,Sulphur,0.0,60
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Birmati,355250,31.92753623188406,20.3,79.7,0.0,69,57.333333333333336,1.4,72.5,26.1,69,34.666666666666664,0.0,88.4,11.6,69,6.560869565217391,15.9,84.1,0.0,69,0.644927536231884,2.9,1.4,10.1,0.0,0.0,23.2,,0.0,828
2023-24,Jharkhand,Deoghar,324,Sarath,3088,Chikaniya,355252,37.0,0.0,100.0,0.0,2,64.0,0.0,50.0,50.0,2,43.5,0.0,50.0,50.0,2,6.8,0.0,100.0,0.0,2,0.75,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,24
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Saharjori,355257,32.833333333333336,16.7,83.3,0.0,30,47.733333333333334,13.3,83.3,3.3,30,34.3,0.0,90.0,10.0,30,6.25,36.7,63.3,0.0,30,0.6916666666666667,10.0,0.0,20.0,0.0,0.0,46.7,,0.0,356
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Hethbahiyar,355260,32.91836734693877,16.3,83.7,0.0,49,53.55102040816327,2.0,85.7,12.2,49,31.897959183673468,4.1,93.9,2.0,49,6.646938775510204,10.2,89.8,0.0,49,0.6357142857142857,2.0,0.0,24.5,0.0,0.0,40.8,,0.0,587
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Amjora,355266,34.22222222222222,11.1,88.9,0.0,27,55.81481481481482,0.0,81.5,18.5,27,37.44444444444444,3.7,70.4,25.9,27,6.522222222222222,18.5,81.5,0.0,27,0.7018518518518518,3.7,0.0,7.4,0.0,0.0,25.9,,0.0,321
2023-24,Jharkhand,Deoghar,324,Sarath,3088,Bedpura,355269,12.0,100.0,0.0,0.0,12,70.5,0.0,25.0,75.0,12,30.833333333333332,8.3,91.7,0.0,12,6.675,8.3,91.7,0.0,12,0.5166666666666666,41.7,0.0,0.0,0.0,0.0,0.0,,0.0,144
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Gopalpur,355271,37.0,0.0,100.0,0.0,1,51.0,0.0,100.0,0.0,1,32.0,0.0,100.0,0.0,1,6.8,0.0,100.0,0.0,1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12
2023-24,Jharkhand,Deoghar,324,Sarath,3088,Gurbad,355273,18.25,75.0,25.0,0.0,4,51.0,0.0,100.0,0.0,4,32.0,0.0,100.0,0.0,4,6.05,50.0,50.0,0.0,4,0.4125,25.0,0.0,0.0,0.0,0.0,0.0,,0.0,48
2023-24,Jharkhand,Deoghar,324,Sarath,3088,Sardiha,355276,18.25,75.0,25.0,0.0,8,54.25,0.0,87.5,12.5,8,29.625,37.5,50.0,12.5,8,6.2375,37.5,62.5,0.0,8,0.56875,37.5,0.0,0.0,0.0,0.0,0.0,,0.0,96
2023-24,Jharkhand,Deoghar,324,Sarath,3088,Saranda,355277,18.57894736842105,73.7,26.3,0.0,57,52.36842105263158,0.0,94.7,5.3,57,30.263157894736842,21.1,73.7,5.3,57,6.563157894736841,15.8,84.2,0.0,57,0.5210526315789473,35.1,0.0,5.3,0.0,0.0,0.0,,0.0,684
2023-24,Jharkhand,Deoghar,324,Sarath,3088,Amdiha,355279,12.0,100.0,0.0,0.0,2,64.0,0.0,50.0,50.0,2,32.0,0.0,100.0,0.0,2,6.8,0.0,100.0,0.0,2,0.35,50.0,0.0,0.0,0.0,0.0,0.0,Zinc,0.0,24
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Bahadurpur,355281,29.307692307692307,30.8,69.2,0.0,26,48.61538461538461,7.7,92.3,0.0,26,32.88461538461539,0.0,96.2,3.8,26,6.396153846153846,26.9,73.1,0.0,26,0.5807692307692307,0.0,0.0,46.2,0.0,0.0,61.5,Sulphur,0.0,312
2023-24,Jharkhand,Deoghar,324,Sarath,3088,Dumdumi,355283,17.555555555555557,77.8,22.2,0.0,63,55.46031746031746,1.6,79.4,19.0,63,32.93650793650794,6.3,85.7,7.9,63,6.395238095238095,27.0,73.0,0.0,63,0.5087301587301587,24.2,0.0,0.0,0.0,0.0,1.6,,0.0,755
2023-24,Jharkhand,Deoghar,324,Sarath,3088,Santaldih,355284,12.0,100.0,0.0,0.0,1,51.0,0.0,100.0,0.0,1,18.0,100.0,0.0,0.0,1,6.8,0.0,100.0,0.0,1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12
2023-24,Jharkhand,Deoghar,324,Sarath,3088,Baghkanali,355285,12.0,100.0,0.0,0.0,2,77.0,0.0,0.0,100.0,2,25.0,50.0,50.0,0.0,2,6.8,0.0,100.0,0.0,2,0.475,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,24
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Dumarjor,355286,31.444444444444443,22.2,77.8,0.0,9,53.333333333333336,11.1,66.7,22.2,9,32.0,0.0,100.0,0.0,9,6.466666666666667,22.2,77.8,0.0,9,0.6722222222222222,0.0,0.0,44.4,0.0,0.0,55.6,Sulphur,0.0,107
2023-24,Jharkhand,Deoghar,324,Sarath,3088,Satuyabad,355289,12.0,100.0,0.0,0.0,1,77.0,0.0,0.0,100.0,1,32.0,0.0,100.0,0.0,1,6.8,0.0,100.0,0.0,1,0.35,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Asansol,355290,37.0,0.0,100.0,0.0,2,77.0,0.0,0.0,100.0,2,32.0,0.0,100.0,0.0,2,6.8,0.0,100.0,0.0,2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,24
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Karanbabiya,355291,23.666666666666668,53.3,46.7,0.0,15,50.333333333333336,13.3,73.3,13.3,15,32.0,0.0,100.0,0.0,15,6.2,40.0,60.0,0.0,15,0.5533333333333333,6.7,0.0,33.3,0.0,0.0,80.0,Sulphur,0.0,179
2023-24,Jharkhand,Deoghar,324,Sarath,3088,Budhnadih,355292,22.714285714285715,57.1,42.9,0.0,14,52.857142857142854,0.0,92.9,7.1,14,32.0,0.0,100.0,0.0,14,6.5857142857142845,14.3,85.7,0.0,14,0.4928571428571428,0.0,0.0,14.3,0.0,0.0,0.0,,0.0,168
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Saharpura,355293,12.0,100.0,0.0,0.0,1,51.0,0.0,100.0,0.0,1,32.0,0.0,100.0,0.0,1,5.3,100.0,0.0,0.0,1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Asanbani,355296,33.32539682539682,16.7,82.5,0.8,126,54.182539682539684,2.4,82.5,15.1,126,34.19047619047619,0.0,90.5,9.5,126,6.532,18.4,80.8,0.8,125,0.6261904761904762,4.0,0.0,19.0,0.0,0.0,35.7,,0.0,1509
2023-24,Jharkhand,Deoghar,324,Sarath,3088,Hariharmati,355298,15.225806451612904,87.1,12.9,0.0,31,60.225806451612904,0.0,64.5,35.5,31,33.32258064516129,6.5,83.9,9.7,31,6.412903225806452,25.8,74.2,0.0,31,0.5677419354838709,3.2,0.0,0.0,0.0,0.0,0.0,,0.0,372
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Morhabari,355300,32.73170731707317,17.1,82.9,0.0,41,56.46341463414634,4.9,68.3,26.8,41,37.048780487804876,0.0,78.0,22.0,41,6.5,20.0,80.0,0.0,40,0.6707317073170732,2.4,0.0,34.1,0.0,0.0,17.1,,0.0,491
2023-24,Jharkhand,Deoghar,324,Sarath,3088,Palma,355303,17.555555555555557,77.8,22.2,0.0,27,59.666666666666664,0.0,66.7,33.3,27,31.814814814814813,7.4,88.9,3.7,27,6.5777777777777775,14.8,85.2,0.0,27,0.5166666666666666,33.3,0.0,3.7,0.0,0.0,0.0,,0.0,324
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Phouadarbank,355304,33.917808219178085,12.3,87.7,0.0,73,53.78082191780822,1.4,86.3,12.3,73,33.57534246575342,0.0,93.2,6.8,73,6.553424657534246,16.4,83.6,0.0,73,0.6821917808219178,1.4,0.0,8.2,0.0,0.0,15.1,,0.0,874
2023-24,Jharkhand,Deoghar,324,Sarath,3088,Raotara,355307,19.0,72.0,28.0,0.0,100,55.94,0.0,81.0,19.0,100,31.97,15.0,76.0,9.0,100,6.509999999999999,20.0,79.0,1.0,100,0.535,15.0,0.0,2.0,0.0,0.0,0.0,,0.0,1200
2023-24,Jharkhand,Deoghar,324,Sarath,3088,Chhinarjuriya,355308,18.57894736842105,73.7,26.3,0.0,57,57.3859649122807,0.0,75.4,24.6,57,32.3859649122807,8.8,84.2,7.0,57,6.729824561403509,7.0,89.5,3.5,57,0.4991228070175438,15.8,0.0,0.0,0.0,0.0,0.0,,0.0,684
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Sirsa,355310,33.666666666666664,13.3,86.7,0.0,30,53.43333333333333,3.3,83.3,13.3,30,34.3,0.0,90.0,10.0,30,6.8,0.0,100.0,0.0,30,0.6333333333333333,0.0,0.0,10.0,0.0,0.0,20.0,,0.0,360
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Chhinarjuriyabhatna,355311,37.0,0.0,100.0,0.0,3,59.666666666666664,0.0,66.7,33.3,3,32.0,0.0,100.0,0.0,3,6.3,33.3,66.7,0.0,3,0.7999999999999999,0.0,0.0,0.0,0.0,0.0,33.3,,0.0,36
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Noni,355312,37.0,0.0,100.0,0.0,9,62.55555555555556,0.0,55.6,44.4,9,42.22222222222222,0.0,55.6,44.4,9,6.8,0.0,100.0,0.0,9,0.6666666666666666,0.0,0.0,11.1,0.0,0.0,11.1,,0.0,108
2023-24,Jharkhand,Deoghar,324,Sarath,3088,Ghosi,355314,18.57894736842105,73.7,26.3,0.0,38,53.73684210526316,0.0,89.5,10.5,38,31.736842105263158,10.5,84.2,5.3,38,6.326315789473684,31.6,68.4,0.0,38,0.48947368421052634,36.8,0.0,0.0,0.0,0.0,0.0,,0.0,456
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Churuliya,355315,37.0,0.0,100.0,0.0,2,51.0,0.0,100.0,0.0,2,55.0,0.0,0.0,100.0,2,6.05,50.0,50.0,0.0,2,0.9,50.0,0.0,0.0,0.0,0.0,0.0,Zinc,0.0,24
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Dighi,355317,33.18421052631579,15.3,84.7,0.0,190,51.805263157894736,5.8,84.2,10.0,190,33.753926701570684,2.1,89.0,8.9,191,6.4190476190476184,25.4,74.6,0.0,189,0.6557894736842105,2.1,0.0,29.3,0.0,0.0,31.4,,0.0,2286
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Harirakha,355319,28.0,36.0,64.0,0.0,25,52.88,4.0,84.0,12.0,25,31.44,4.0,96.0,0.0,25,6.2,40.0,60.0,0.0,25,0.5539999999999999,4.0,0.0,20.0,0.0,0.0,56.0,Sulphur,0.0,299
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Bhawanipur,355322,32.45454545454545,18.2,81.8,0.0,11,50.09090909090909,18.2,63.6,18.2,11,36.18181818181818,0.0,81.8,18.2,11,6.8,0.0,100.0,0.0,11,0.6636363636363636,0.0,0.0,0.0,0.0,0.0,18.2,,0.0,131
2024-25,Jharkhand,Deoghar,324,Sarath,3088,Balmo,355327,35.38709677419355,6.5,93.5,0.0,31,53.193548387096776,6.5,77.4,16.1,31,36.74193548387097,3.2,74.2,22.6,31,6.558064516129032,16.1,83.9,0.0,31,0.6967741935483871,0.0,0.0,6.5,0.0,0.0,16.1,,0.0,372
2024-25,Jharkhand,Deoghar,324,Palojori,3087,Nunurai Nawadih,355331,32.333333333333336,23.5,74.5,2.0,51,52.94117647058823,2.0,88.2,9.8,51,35.6078431372549,0.0,84.3,15.7,51,6.5058823529411764,19.6,80.4,0.0,51,0.626470588235294,3.9,0.0,17.6,0.0,0.0,9.8,,0.0,612
2024-25,Jharkhand,Deoghar,324,Palojori,3087,Tetariya,355334,37.0,0.0,100.0,0.0,11,58.09090909090909,0.0,72.7,27.3,11,38.27272727272727,0.0,72.7,27.3,11,6.527272727272727,18.2,81.8,0.0,11,0.7363636363636363,9.1,0.0,18.2,0.0,0.0,9.1,,0.0,132
2024-25,Jharkhand,Deoghar,324,Palojori,3087,Tengdhowa,355335,37.0,0.0,100.0,0.0,1,51.0,0.0,100.0,0.0,1,32.0,0.0,100.0,0.0,1,6.8,0.0,100.0,0.0,1,0.6,100.0,0.0,0.0,0.0,0.0,100.0,"Zinc,Sulphur",0.0,12
2024-25,Jharkhand,Deoghar,324,Palojori,3087,Kurua,355336,30.47826086956522,26.1,73.9,0.0,23,55.52173913043478,0.0,82.6,17.4,23,35.0,0.0,87.0,13.0,23,6.604347826086957,13.0,87.0,0.0,23,0.6065217391304347,8.7,0.0,21.7,0.0,0.0,30.4,,0.0,276
2024-25,Jharkhand,Deoghar,324,Palojori,3087,Kachuwasoli,355337,33.666666666666664,13.3,86.7,0.0,15,59.666666666666664,0.0,66.7,33.3,15,33.53333333333333,0.0,93.3,6.7,15,6.599999999999999,13.3,86.7,0.0,15,0.7,0.0,0.0,20.0,0.0,6.7,6.7,,0.0,180
2024-25,Jharkhand,Deoghar,324,Palojori,3087,Jibnabandh,355338,24.5,50.0,50.0,0.0,2,64.0,0.0,50.0,50.0,2,25.0,50.0,50.0,0.0,2,6.05,50.0,50.0,0.0,2,0.475,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,24
2023-24,Jharkhand,Deoghar,324,Palojori,3087,Uparbandhi,355339,12.0,100.0,0.0,0.0,1,51.0,0.0,100.0,0.0,1,32.0,0.0,100.0,0.0,1,6.8,0.0,100.0,0.0,1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12
2023-24,Jharkhand,Deoghar,324,Palojori,3087,Chhalapathar,355341,32.0,20.0,80.0,0.0,5,44.8,20.0,80.0,0.0,5,29.2,20.0,80.0,0.0,5,6.8,0.0,100.0,0.0,4,0.5,40.0,0.0,0.0,0.0,0.0,20.0,,0.0,59
2024-25,Jharkhand,Deoghar,324,Palojori,3087,Gulaldih,355347,37.0,0.0,100.0,0.0,1,51.0,0.0,100.0,0.0,1,32.0,0.0,100.0,0.0,1,6.8,0.0,100.0,0.0,1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12
2024-25,Jharkhand,Deoghar,324,Palojori,3087,Sirsa,355349,37.0,0.0,100.0,0.0,13,55.0,0.0,84.6,15.4,13,37.30769230769231,0.0,76.9,23.1,13,6.453846153846154,23.1,76.9,0.0,13,0.6923076923076923,0.0,0.0,23.1,0.0,0.0,23.1,,0.0,156
2024-25,Jharkhand,Deoghar,324,Palojori,3087,Pokhariya,355350,28.666666666666668,33.3,66.7,0.0,21,55.95238095238095,0.0,81.0,19.0,21,37.476190476190474,0.0,76.2,23.8,21,6.514285714285713,19.0,81.0,0.0,21,0.6333333333333334,0.0,0.0,23.8,0.0,0.0,19.0,,0.0,252
2024-25,Jharkhand,Deoghar,324,Palojori,3087,Nand Kura,355352,30.181818181818183,27.3,72.7,0.0,33,53.21212121212121,3.0,84.8,12.1,33,37.57575757575758,0.0,75.8,24.2,33,6.4363636363636365,24.2,75.8,0.0,33,0.5984848484848485,3.0,0.0,36.4,0.0,0.0,18.2,,0.0,396
2023-24,Jharkhand,Deoghar,324,Palojori,3087,Satbehari,355358,18.666666666666668,73.3,26.7,0.0,15,52.733333333333334,0.0,93.3,6.7,15,31.666666666666668,13.3,80.0,6.7,15,6.5,20.0,80.0,0.0,15,0.52,33.3,0.0,6.7,0.0,0.0,0.0,,0.0,180
2023-24,Jharkhand,Deoghar,324,Palojori,3087,Saljor,355359,37.0,0.0,100.0,0.0,2,51.0,0.0,100.0,0.0,2,25.0,50.0,50.0,0.0,2,6.8,0.0,100.0,0.0,2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,24
2023-24,Jharkhand,Deoghar,324,Palojori,3087,Domadih,355360,30.75,25.0,75.0,0.0,4,51.0,0.0,100.0,0.0,4,32.0,0.0,100.0,0.0,4,6.8,0.0,100.0,0.0,4,0.35,25.0,0.0,25.0,0.0,0.0,0.0,,0.0,48
2024-25,Jharkhand,Deoghar,324,Palojori,3087,Kolgi,355361,29.307692307692307,30.8,69.2,0.0,13,56.61538461538461,7.7,61.5,30.8,13,32.0,0.0,100.0,0.0,13,6.569230769230769,15.4,84.6,0.0,13,0.6307692307692307,0.0,0.0,15.4,0.0,0.0,23.1,,0.0,156
2023-24,Jharkhand,Deoghar,324,Palojori,3087,Mohanpur,355362,24.5,50.0,50.0,0.0,4,77.0,0.0,0.0,100.0,4,32.0,0.0,100.0,0.0,4,6.3,50.0,25.0,25.0,4,0.475,25.0,0.0,0.0,0.0,0.0,0.0,,0.0,48
2024-25,Jharkhand,Deoghar,324,Palojori,3087,Chaktarna,355363,36.32432432432432,2.7,97.3,0.0,37,52.13513513513514,5.4,83.8,10.8,37,31.62162162162162,2.7,97.3,0.0,37,6.678378378378378,8.1,91.9,0.0,37,0.672972972972973,0.0,0.0,18.9,0.0,0.0,2.7,,0.0,444
2024-25,Jharkhand,Deoghar,324,Palojori,3087,Chakleto,355364,37.0,0.0,100.0,0.0,11,58.09090909090909,0.0,72.7,27.3,11,32.0,0.0,100.0,0.0,11,6.8,0.0,100.0,0.0,11,0.6818181818181818,0.0,0.0,18.2,0.0,0.0,0.0,,0.0,132
2024-25,Jharkhand,Deoghar,324,Palojori,3087,Leto,355365,34.22222222222222,11.1,88.9,0.0,9,53.888888888888886,0.0,88.9,11.1,9,37.111111111111114,0.0,77.8,22.2,9,6.2375,37.5,62.5,0.0,8,0.5722222222222222,0.0,0.0,33.3,0.0,0.0,11.1,,0.0,107
